queryID, subjectID
contig7282,AT5G11450
contig72821,AT3G17210
contig72825,AT5G22040
contig72826,AT2G19600
contig7283,AT5G11450
contig72831,AT4G11610
contig72833,AT1G71780
contig72834,AT4G21270
contig72836,AT4G31810
contig72838,AT5G48730
contig72839,AT5G60720
contig7284,AT5G11450
contig72844,AT2G17270
contig72846,AT5G08420
contig7285,AT5G11450
contig72854,AT2G41710
contig72856,AT2G36580
contig72858,AT1G15020
contig7286,AT5G11450
contig72862,AT4G24620
contig72864,AT1G05360
contig72865,AT5G25900
contig72866,AT2G21300
contig7287,AT5G11450
contig72871,AT3G11670
contig72873,AT5G62020
contig72874,AT2G21280
contig72875,AT1G15930
contig72876,AT5G05660
contig72877,ATCG01180
contig72879,AT2G39940
contig7288,AT5G11450
contig72880,AT5G56610
contig72881,AT1G20132
contig72885,AT2G41700
contig72888,AT1G19835
contig7289,AT5G11450
contig72890,AT2G16130
contig72891,AT3G25480
contig72892,AT4G14690
contig72895,AT5G24810
contig72896,AT1G21170
contig729,AT1G07645
contig7290,AT5G11450
contig72906,AT1G07110
contig72908,AT3G19930
contig7291,AT5G11450
contig72912,AT3G59080
contig72916,AT1G09020
contig7292,AT5G11450
contig72922,AT4G10710
contig72924,AT2G28690
contig72925,AT5G01820
contig7293,AT2G31890
contig72932,AT1G79960
contig72933,AT3G22790
contig72934,AT5G06360
contig7294,AT2G31890
contig72941,ATCG00470
contig72943,AT4G16130
contig72944,AT3G47610
contig72945,AT5G25060
contig7295,AT1G13750
contig72954,AT3G47550
contig72959,AT4G31790
contig7296,AT1G13750
contig72960,AT2G43370
contig72962,AT5G53560
contig72965,AT2G37520
contig72969,AT4G12840
contig7297,AT1G13750
contig72970,AT2G38290
contig72978,AT1G75660
contig7298,AT3G23710
contig7299,AT3G23710
contig72990,AT3G20650
contig72995,AT4G33950
contig72997,AT4G33950
contig730,AT1G74640
contig7300,AT3G23710
contig73003,AT2G16940
contig73007,AT3G23900
contig73008,AT3G13880
contig73009,AT3G61790
contig73013,AT2G18180
contig73014,AT1G77350
contig73016,AT5G12240
contig73017,AT1G30900
contig73018,AT4G24670
contig73019,AT5G10290
contig73020,AT4G32050
contig73022,AT5G07320
contig73023,AT5G56260
contig73027,AT3G16270
contig7303,AT3G52990
contig73030,AT4G29390
contig73031,AT4G18960
contig73035,AT4G19950
contig73038,AT1G41830
contig7304,AT3G52990
contig73041,AT3G03990
contig73044,AT1G17180
contig73046,AT2G35880
contig73049,AT4G28880
contig7305,AT5G43790
contig73057,AT5G66750
contig73059,AT2G42590
contig7306,AT3G12770
contig73063,AT1G60730
contig73065,AT5G20680
contig73066,AT1G43670
contig7307,AT2G31440
contig73070,AT5G67130
contig7308,AT2G31440
contig73081,AT2G31190
contig73082,AT4G13980
contig73086,AT1G04200
contig73088,AT2G23360
contig73089,AT1G22540
contig7309,AT2G31440
contig73096,AT1G52760
contig731,AT4G27620
contig7310,AT2G31440
contig73104,AT4G35190
contig73105,AT1G06950
contig73114,AT5G20480
contig73116,AT5G03650
contig73118,AT1G54510
contig73119,AT3G61470
contig7312,AT2G31440
contig73123,AT4G10650
contig73127,AT1G43190
contig73129,AT1G06760
contig7313,AT2G31440
contig73130,AT2G13960
contig73131,AT3G59910
contig73136,AT2G22010
contig7314,AT5G10180
contig73142,AT3G06560
contig73148,AT5G35360
contig73149,AT5G21930
contig7315,AT1G77990
contig73153,AT1G44318
contig73155,AT5G37055
contig73157,AT5G62310
contig7316,AT5G42080
contig73160,AT2G44160
contig73164,AT2G31130
contig73166,AT1G01470
contig73167,AT4G10270
contig73168,AT1G74320
contig7317,AT5G42080
contig73175,AT5G62000
contig73178,AT1G03475
contig7318,AT2G35610
contig73182,AT4G37080
contig73190,AT4G21800
contig73196,AT4G22300
contig73198,AT2G23140
contig732,AT1G74640
contig7320,AT5G06160
contig73201,AT1G35620
contig73202,AT1G25380
contig7321,AT5G06160
contig73210,AT1G72710
contig73215,AT4G01040
contig7322,AT5G06160
contig73223,AT4G18230
contig73224,AT3G17930
contig7323,AT5G06160
contig73238,AT2G45330
contig73239,AT2G20680
contig73242,AT4G01130
contig73244,AT4G14080
contig7325,AT3G55480
contig73252,AT4G25640
contig73253,AT2G01460
contig73255,AT5G05140
contig7326,AT2G41080
contig73261,AT5G04140
contig73262,AT1G55830
contig73264,AT1G07630
contig73266,AT4G35840
contig7327,AT2G41080
contig73271,AT2G40760
contig73272,AT5G62190
contig73274,AT2G36060
contig73278,AT4G33630
contig7328,AT2G41080
contig73281,AT1G01090
contig73283,AT3G14290
contig73288,AT1G47710
contig73291,AT1G32400
contig73294,AT4G10080
contig73295,AT5G57850
contig73297,ATMG01080
contig733,AT5G02560
contig7330,AT2G05830
contig73300,AT2G36310
contig73302,AT1G74700
contig73303,AT3G09690
contig73306,AT4G02410
contig73308,AT1G56560
contig7331,AT2G05830
contig73312,AT5G66200
contig73316,AT5G22030
contig73319,AT4G33990
contig7332,AT2G05830
contig73320,AT2G07711
contig73321,AT2G33170
contig73324,AT1G74880
contig73325,AT5G53460
contig73327,AT5G47480
contig7333,AT2G05830
contig73330,AT3G02230
contig73332,AT2G35605
contig73333,AT3G06670
contig73335,AT5G10180
contig73338,AT5G38650
contig73345,AT2G36850
contig73346,AT4G32060
contig73348,AT2G16050
contig73349,AT5G64410
contig7335,AT1G08610
contig73350,AT5G51180
contig73359,AT2G02070
contig7336,AT1G15370
contig73365,AT1G55300
contig73366,AT1G32640
contig73369,AT1G53050
contig7337,AT1G15370
contig73370,AT1G01510
contig73375,AT4G39530
contig7338,AT1G15370
contig73380,AT1G14790
contig73384,AT5G44250
contig73386,AT4G00710
contig7339,AT1G15370
contig73393,AT5G09550
contig73397,AT1G69230
contig73399,AT3G54190
contig734,AT1G51060
contig7340,AT3G06420
contig73400,AT5G03905
contig73402,AT1G01600
contig73409,AT3G18110
contig7341,AT3G15580
contig73410,AT2G38940
contig73411,AT1G05120
contig73415,AT1G79840
contig73419,AT1G42470
contig7342,AT3G06420
contig73421,AT4G02750
contig73422,AT3G10190
contig73426,AT3G53530
contig73429,AT1G27430
contig7343,AT3G06420
contig73432,AT3G10060
contig73435,AT3G54110
contig73437,AT3G62630
contig73438,AT4G03240
contig73439,AT5G46170
contig7344,AT5G34850
contig73440,AT1G69340
contig73441,AT2G36670
contig73444,AT1G68890
contig73445,AT1G04210
contig73448,AT5G06580
contig7345,AT5G34850
contig73452,AT1G09190
contig73458,AT5G61580
contig73459,AT1G80870
contig7346,AT5G34850
contig73465,AT4G16660
contig73466,AT2G02220
contig73477,AT2G04550
contig73480,AT1G28100
contig73483,AT5G63060
contig73488,AT1G52620
contig73489,AT5G44600
contig7349,AT1G55760
contig73491,AT3G54790
contig73494,AT3G17330
contig73495,AT5G01310
contig73496,AT5G08415
contig73497,AT5G60670
contig73498,AT5G04360
contig73499,AT2G01850
contig735,AT4G39050
contig7350,AT1G55760
contig73501,AT5G48970
contig73505,AT1G09940
contig73506,AT5G26850
contig73508,AT5G16150
contig73513,AT4G11850
contig73518,AT2G35800
contig7352,AT1G55760
contig73520,AT4G27780
contig73529,AT5G25265
contig7353,AT1G55760
contig73533,AT3G02130
contig73536,AT1G75840
contig73537,AT5G09390
contig73539,AT1G67480
contig73544,AT5G45550
contig73545,AT1G58250
contig73549,AT5G37381
contig73552,AT5G09590
contig73553,AT3G02580
contig73555,AT5G66840
contig73557,AT3G56630
contig73559,AT3G09980
contig73562,AT2G38730
contig73565,AT3G23570
contig7357,AT1G24510
contig73574,AT5G35700
contig73576,AT1G10760
contig73578,AT3G59350
contig7358,AT1G24510
contig73582,AT3G21200
contig73583,AT1G80230
contig73584,AT5G64560
contig73585,AT4G24690
contig73586,AT1G09645
contig73587,AT2G31820
contig73588,AT4G33460
contig7359,AT1G24510
contig73592,AT4G00060
contig73596,AT1G02160
contig73597,AT3G59770
contig73599,AT3G48430
contig736,AT2G21380
contig7360,AT1G24510
contig73601,AT1G23780
contig73605,AT3G61580
contig73606,AT1G58230
contig7361,AT1G24510
contig73610,AT3G05590
contig73613,AT4G02720
contig73618,AT5G54440
contig7362,AT1G67760
contig73620,AT3G53620
contig73621,AT4G25880
contig73622,AT3G62200
contig73624,AT1G70250
contig73625,AT1G20860
contig73629,AT2G02560
contig73630,AT5G39840
contig73633,AT1G09980
contig73637,AT5G39865
contig73641,AT5G09650
contig73647,AT1G07360
contig73648,AT5G18850
contig7365,AT1G15200
contig73650,AT1G64770
contig73653,AT4G08910
contig73654,AT1G07110
contig73655,AT4G14740
contig7366,AT1G15200
contig73660,AT3G17930
contig73662,AT4G21610
contig73663,AT3G60580
contig73665,AT3G19270
contig73668,AT3G59990
contig73673,AT1G54830
contig73678,AT1G23900
contig73680,AT1G63690
contig73681,AT2G25730
contig73683,AT5G11560
contig73687,AT3G06500
contig73692,AT1G26370
contig73693,AT4G25700
contig73695,AT1G53430
contig73698,AT2G22530
contig737,AT2G21380
contig73702,AT1G48460
contig73703,AT3G05090
contig73707,AT1G13580
contig73709,AT1G63770
contig73710,AT1G76090
contig73718,AT1G70090
contig73725,AT2G30200
contig73726,AT3G53410
contig73729,AT5G03300
contig7373,AT3G53970
contig73731,AT4G30990
contig73734,AT5G10170
contig73737,AT5G39840
contig73739,AT1G76320
contig7374,AT3G53970
contig73741,AT5G44190
contig73747,AT3G19620
contig73752,AT5G51820
contig73755,AT3G57570
contig73757,AT5G09900
contig73760,AT5G59410
contig73761,AT1G04690
contig73762,AT1G30010
contig73763,AT5G43810
contig73764,AT1G16220
contig7377,AT3G53970
contig73771,AT1G17230
contig73774,AT1G24460
contig73775,AT5G37310
contig73778,AT3G23270
contig7378,AT3G53970
contig73781,AT3G26950
contig73784,AT1G34470
contig73789,AT5G59490
contig7379,AT5G50950
contig738,AT2G21380
contig7380,AT2G47510
contig73804,AT1G74690
contig73808,AT1G29330
contig73809,AT3G02560
contig73810,AT3G16170
contig73812,AT1G10950
contig73816,AT5G14210
contig73819,AT4G39680
contig73820,AT5G52640
contig73821,AT2G31650
contig7383,AT3G10410
contig73838,AT5G26110
contig73839,AT3G11910
contig7384,AT3G10410
contig73840,AT1G22860
contig73842,AT5G66110
contig73843,AT3G22880
contig73847,AT2G44420
contig7385,AT3G10410
contig73851,AT1G11440
contig73855,AT1G48460
contig73857,AT4G35790
contig73859,AT2G35680
contig7386,AT3G10410
contig7387,AT3G10410
contig73871,AT1G68260
contig73875,AT1G71460
contig73876,AT4G13670
contig7388,AT3G10410
contig73880,AT1G73920
contig73883,AT1G15960
contig73888,AT5G09400
contig7389,AT3G10410
contig73891,AT3G48330
contig73892,AT1G65070
contig73896,AT2G35690
contig7390,AT3G62580
contig73901,AT2G44450
contig73906,AT4G35530
contig73909,AT5G54290
contig7391,AT3G62580
contig73911,AT3G13065
contig73912,AT4G16750
contig73916,AT1G08620
contig7392,AT3G62580
contig73922,AT1G72680
contig7393,AT3G62580
contig73931,AT1G80500
contig73934,AT1G32360
contig73937,AT2G26070
contig73938,AT4G38545
contig73939,AT3G54970
contig7394,AT3G62580
contig73941,AT2G07709
contig73944,AT5G05610
contig73949,AT2G39630
contig7395,AT5G54780
contig73950,AT5G19420
contig73951,ATCG01110
contig73955,AT3G27890
contig73956,AT5G20720
contig73957,AT1G25510
contig73958,AT1G79900
contig73959,AT5G25590
contig7396,AT5G54780
contig73962,AT1G64510
contig73963,AT1G23300
contig73966,AT5G04560
contig7397,AT3G54010
contig73972,AT4G03120
contig73973,AT2G23090
contig73975,AT1G15110
contig73976,AT1G43860
contig7398,AT3G54010
contig73980,AT2G35900
contig73983,AT3G54140
contig73984,AT5G38640
contig73986,AT5G67530
contig73987,AT5G58510
contig7399,AT3G54010
contig73990,AT2G38000
contig73992,AT1G20540
contig73994,AT3G51550
contig73995,AT5G57990
contig73996,AT1G10700
contig73998,AT4G33630
contig73999,AT1G21651
contig74,AT1G14820
contig7400,AT3G54010
contig74001,AT1G13700
contig74003,AT3G49810
contig74007,AT3G01640
contig7401,AT3G54010
contig74014,AT2G47990
contig74016,AT2G32450
contig74017,AT4G38520
contig7402,AT3G54010
contig74022,AT5G19280
contig74024,AT2G45315
contig74027,AT2G31400
contig74028,AT3G10110
contig7403,AT3G54010
contig74031,AT1G01490
contig74032,AT1G78620
contig74033,AT3G04490
contig74036,AT1G30970
contig74044,AT3G26000
contig74045,AT5G27390
contig74047,AT4G16650
contig7405,AT2G41080
contig74050,AT5G51795
contig74054,AT1G67550
contig74055,ATCG00280
contig7406,AT2G26580
contig74060,AT2G31890
contig74062,AT5G46790
contig74065,AT4G32830
contig74068,AT2G46280
contig7407,AT2G26580
contig74070,AT3G18830
contig74071,AT5G24970
contig74072,AT5G21090
contig74075,AT3G59410
contig7408,AT2G26580
contig74080,AT4G18810
contig74086,AT2G39940
contig74088,ATMG01080
contig7409,AT3G03770
contig74090,AT4G31410
contig74094,AT1G58350
contig74097,AT3G57030
contig74099,AT1G30220
contig741,AT4G39050
contig7410,AT3G03770
contig74100,AT5G16440
contig74106,AT5G43900
contig74108,AT1G10970
contig7411,AT3G03770
contig74111,AT3G57790
contig74112,AT1G78280
contig74119,AT3G48260
contig7412,AT3G03770
contig74122,AT2G21070
contig74125,AT4G26910
contig7413,AT3G03770
contig74130,AT5G46250
contig74131,AT1G19430
contig74133,AT1G59820
contig7414,AT3G03770
contig74141,AT2G16250
contig74142,AT2G13380
contig74146,AT3G23530
contig74148,AT2G39410
contig7415,AT3G03770
contig74150,AT5G45550
contig74152,AT1G79280
contig74154,AT4G39170
contig7416,AT3G03770
contig74160,AT2G29180
contig74162,AT4G19890
contig74166,AT5G14450
contig74167,AT5G51950
contig7417,AT3G03770
contig74175,AT3G11670
contig74176,AT1G31930
contig74177,AT5G10000
contig74178,AT3G12680
contig7418,AT3G03770
contig74183,AT5G08630
contig74188,AT3G10860
contig7419,AT3G03770
contig74190,AT5G23240
contig74192,AT1G06900
contig74199,ATCG00820
contig742,AT4G24290
contig74200,AT1G07920
contig74201,AT3G20500
contig74202,AT5G51920
contig74206,AT5G63960
contig7421,AT3G03770
contig74211,AT4G38600
contig74213,AT1G75220
contig74216,AT1G73030
contig74219,AT5G54680
contig7422,AT3G03770
contig74220,AT5G61330
contig74221,AT5G19070
contig74227,AT3G02810
contig7423,AT3G03770
contig74231,AT4G08460
contig74234,AT5G19540
contig74236,AT1G08465
contig7424,AT3G03770
contig74242,AT4G25420
contig74244,AT1G77740
contig74249,AT3G24520
contig74252,AT3G13235
contig74257,AT3G53380
contig74260,AT1G71270
contig74263,AT1G64850
contig74265,AT1G74320
contig74267,AT3G16230
contig74271,AT5G66360
contig74277,AT1G15530
contig74278,AT5G62690
contig74279,AT5G15930
contig7428,AT5G16810
contig74280,AT1G50120
contig74282,AT4G18730
contig74283,AT3G03990
contig74284,AT5G63770
contig74286,AT1G26340
contig7429,AT1G65420
contig74290,AT1G75220
contig74291,AT5G65530
contig74294,AT4G02280
contig74299,AT5G17630
contig743,AT4G24290
contig7430,AT1G65420
contig74300,AT2G23140
contig74305,AT4G05110
contig74309,AT1G60780
contig7431,AT1G65420
contig74313,AT1G56050
contig74317,AT5G52640
contig7432,AT1G65420
contig74323,AT1G54180
contig74326,AT3G47470
contig74327,AT4G35800
contig74329,AT1G76200
contig7433,AT3G44150
contig74333,AT1G09190
contig74334,AT1G77460
contig74335,AT2G46800
contig74336,AT5G11100
contig74343,AT3G60240
contig74345,AT5G15850
contig74348,AT3G48890
contig7435,AT3G44150
contig74350,AT4G33200
contig74354,AT2G34357
contig74356,AT1G15520
contig74359,AT1G50630
contig7436,AT3G44150
contig74361,AT4G13650
contig74367,AT5G19290
contig74368,AT4G35270
contig74373,AT3G21360
contig74374,AT2G03500
contig7438,AT2G06010
contig74383,AT1G76940
contig74386,AT4G14210
contig74388,AT1G17980
contig7439,AT2G06010
contig74396,AT3G12600
contig74397,AT5G02950
contig74398,AT1G53520
contig7440,AT2G06010
contig74401,AT2G01770
contig74402,AT2G16405
contig74403,AT3G20240
contig74405,AT1G78610
contig74408,AT5G20720
contig74411,AT5G44370
contig74413,AT1G15510
contig74415,AT2G40140
contig74416,AT2G45330
contig74418,AT1G48790
contig74419,AT2G45280
contig7442,AT3G02110
contig74425,AT5G64030
contig74426,AT3G56800
contig74429,AT3G63270
contig7443,AT3G02110
contig74430,AT3G59580
contig74433,AT5G53300
contig74437,AT2G02500
contig7444,AT3G02110
contig74441,AT1G28100
contig74449,AT4G00570
contig7445,AT1G10760
contig74451,AT4G08170
contig74456,AT3G56740
contig74457,AT1G63640
contig74458,AT4G16660
contig74459,AT3G04610
contig7446,AT1G10760
contig74460,AT4G17070
contig74463,AT3G12670
contig74464,AT2G22720
contig7447,AT1G10760
contig74472,AT5G19680
contig74473,AT3G05380
contig74474,AT1G65270
contig74475,AT5G43810
contig74476,AT3G06310
contig74477,AT1G21650
contig74478,AT4G34950
contig7448,AT1G10760
contig74485,AT3G47430
contig7449,AT5G27640
contig74493,AT1G80930
contig74494,AT1G71190
contig74496,AT5G09260
contig74499,AT5G19730
contig745,AT4G40040
contig7450,AT5G27640
contig74505,AT1G65270
contig74506,AT3G04530
contig74507,AT5G49020
contig7451,AT5G27640
contig74513,AT4G35910
contig74515,AT3G55960
contig74518,AT1G42470
contig7452,AT5G25780
contig74520,AT1G31940
contig74521,AT4G15180
contig74525,AT1G72125
contig74526,AT3G47890
contig7453,AT5G27640
contig74533,AT1G10970
contig7454,AT5G27640
contig74540,AT4G10040
contig74546,AT1G80870
contig74547,AT4G04940
contig74551,AT4G37640
contig74553,AT2G05940
contig74558,AT2G37555
contig7456,AT5G56930
contig74560,AT3G07400
contig74564,AT1G10950
contig74565,AT1G26090
contig74567,AT2G13650
contig74568,AT5G53060
contig74569,AT5G67240
contig7457,AT1G29330
contig74573,AT3G52880
contig74576,AT1G22850
contig74577,AT4G30010
contig74578,AT3G60680
contig7458,AT1G29330
contig74586,AT1G06230
contig74587,AT1G32130
contig74589,AT2G25870
contig7459,AT1G29330
contig74590,AT3G61600
contig74593,AT4G00710
contig74595,AT4G02700
contig74596,AT5G20990
contig74598,AT3G54250
contig746,AT4G40040
contig7460,AT1G29330
contig74602,AT2G33845
contig74608,AT3G66654
contig74609,AT4G39865
contig74612,AT5G55500
contig74614,AT3G49350
contig74615,AT2G29090
contig74616,AT2G47470
contig74629,AT5G14740
contig74636,AT3G01550
contig74639,AT1G52160
contig74640,AT4G11120
contig74648,AT5G05690
contig74649,AT1G73390
contig7465,AT1G57860
contig74652,AT5G38650
contig74654,AT1G80030
contig74656,AT1G67560
contig7466,AT1G07030
contig74662,AT2G07733
contig74665,AT4G28480
contig74668,AT3G42950
contig7467,AT1G07030
contig74670,AT3G57430
contig74673,AT1G22640
contig74679,AT5G53160
contig7468,AT2G30160
contig74683,AT4G02725
contig7469,AT1G07030
contig74696,AT5G20920
contig74699,AT2G41940
contig74702,AT4G29730
contig74703,AT2G45500
contig74704,AT3G16520
contig74706,AT5G53170
contig74707,AT3G33520
contig74708,AT5G57140
contig74711,AT2G36660
contig74712,AT2G21070
contig74717,AT2G35500
contig74718,AT1G75020
contig74720,AT1G10010
contig74725,AT3G61650
contig74726,AT3G02290
contig74727,AT4G01320
contig74739,AT5G15250
contig7474,AT2G29210
contig74741,AT2G24120
contig74742,AT1G19860
contig74744,AT3G06140
contig74745,AT3G54860
contig74747,AT1G21640
contig7475,AT2G29210
contig74750,AT4G00570
contig74751,AT4G07454
contig74753,AT4G38360
contig74757,AT3G60030
contig74759,AT3G57430
contig7476,AT4G14365
contig74764,AT3G57880
contig74766,AT3G26520
contig7477,AT3G23280
contig74771,AT2G20340
contig74774,AT1G53320
contig74775,AT1G16180
contig74779,AT1G74680
contig7478,AT4G35870
contig74780,AT1G14340
contig74782,AT5G24850
contig74784,AT2G25830
contig74785,AT5G46250
contig74789,AT1G10910
contig74791,AT3G43540
contig74794,AT1G73840
contig74797,AT1G04080
contig74802,AT1G78010
contig74806,AT4G32300
contig7481,AT4G00940
contig74810,AT1G01020
contig74811,AT2G22360
contig74813,AT5G08690
contig74814,AT1G62610
contig74815,AT4G37270
contig74816,AT1G30000
contig74819,AT4G28080
contig7482,AT4G00940
contig74820,AT2G43090
contig74828,AT5G55300
contig74831,AT1G60070
contig74836,AT2G32920
contig74837,AT4G30790
contig74839,AT1G79650
contig74840,AT1G11260
contig74841,AT1G76730
contig74843,AT1G11820
contig74845,AT3G19640
contig74847,AT3G28430
contig74851,AT4G24660
contig74859,AT1G13750
contig74860,AT3G46220
contig74861,AT3G22980
contig74864,AT1G52340
contig74869,AT5G08100
contig74878,AT4G28570
contig74879,AT1G10950
contig74884,AT5G42092
contig7489,AT4G35905
contig74897,AT1G30220
contig7490,AT4G35905
contig74903,AT3G60910
contig74904,AT5G10620
contig7491,AT4G36945
contig74911,AT5G26360
contig74912,AT4G21210
contig74914,AT3G60800
contig74916,AT4G26970
contig74917,AT1G09440
contig7492,AT1G49740
contig74921,AT4G34110
contig74922,AT1G68010
contig74925,ATCG00590
contig7493,AT3G19310
contig74932,AT5G57290
contig74937,AT4G32180
contig74939,AT3G13772
contig7494,AT4G36945
contig74943,AT3G12915
contig74944,AT3G51075
contig74947,AT3G59990
contig74949,AT4G37640
contig7495,AT4G26100
contig74952,AT1G07920
contig74956,AT3G10030
contig7496,AT5G57015
contig74960,AT1G25460
contig74966,AT3G13180
contig7497,AT4G26100
contig74970,AT4G18120
contig74972,AT5G03455
contig74975,AT1G34130
contig74976,AT5G04000
contig7498,AT4G26100
contig74981,AT2G47390
contig74985,AT1G01770
contig74987,AT2G47210
contig7499,AT4G26100
contig74990,AT3G18880
contig74991,AT3G01130
contig74995,AT1G08980
contig74998,AT1G54390
contig74999,AT5G62090
contig75,AT1G21870
contig750,AT5G01330
contig7500,AT5G57015
contig75000,AT1G43060
contig75005,AT4G05320
contig7501,AT4G26100
contig75010,AT3G02110
contig75015,AT2G17972
contig75018,AT5G63000
contig7502,AT4G26100
contig75020,AT3G03330
contig75022,AT5G63970
contig75024,AT2G13680
contig7503,AT4G26100
contig75035,AT1G53310
contig75036,AT3G06040
contig75038,AT1G05940
contig7504,AT5G57015
contig75040,AT5G50310
contig75041,AT2G40280
contig75042,AT4G34215
contig75044,AT2G39170
contig75047,AT1G06050
contig75048,AT5G51720
contig75049,ATCG00350
contig7505,AT4G26100
contig75055,AT1G14920
contig75056,AT2G44090
contig7506,AT4G26100
contig75063,AT1G53540
contig75065,AT1G06710
contig75068,AT2G35800
contig7507,AT4G26100
contig75074,AT2G45700
contig75076,AT3G06650
contig75078,AT3G53600
contig7508,AT1G31160
contig75082,AT2G07180
contig75084,AT1G78800
contig75085,AT4G33520
contig75087,ATMG00020
contig7509,AT1G31170
contig75090,AT1G61680
contig75091,AT3G50755
contig751,AT5G54960
contig7510,AT1G31170
contig75101,AT1G03475
contig75103,AT2G21100
contig75104,AT3G61650
contig75105,AT2G25310
contig75108,AT2G01410
contig75109,AT2G39810
contig7511,AT1G31170
contig75113,AT4G28310
contig75114,AT4G21770
contig75118,AT5G21070
contig7512,AT1G31170
contig75121,AT1G04430
contig75125,AT1G54820
contig75129,AT1G55310
contig7513,AT1G31160
contig75132,AT3G54840
contig75135,AT4G10710
contig75137,AT1G63640
contig75138,AT2G31060
contig7514,AT1G31170
contig75143,AT1G05570
contig75144,AT1G69510
contig75145,AT4G25660
contig75146,AT4G31780
contig75147,AT4G30340
contig75149,AT4G35530
contig7515,AT1G31160
contig75150,AT4G36580
contig75151,AT2G26280
contig75154,AT2G23140
contig75160,AT5G58510
contig75166,AT3G10410
contig75171,AT2G30050
contig75172,AT5G54380
contig75173,AT1G54610
contig75186,AT3G44820
contig75193,AT1G77700
contig75195,AT2G37230
contig752,AT5G54960
contig75202,AT1G22270
contig75203,AT5G28715
contig75206,AT1G13980
contig7521,AT2G47440
contig75217,AT1G70640
contig75219,AT1G22920
contig7522,AT2G47440
contig75222,AT3G15534
contig75224,AT2G44850
contig75227,AT5G58020
contig75229,AT1G56580
contig7523,AT2G02390
contig75237,AT1G21890
contig75238,AT5G53300
contig7524,AT2G02390
contig75240,AT1G63180
contig75242,AT3G21740
contig75245,AT4G31160
contig75247,AT3G27700
contig75250,AT4G27910
contig75253,AT2G45300
contig75256,AT4G38780
contig75266,AT1G76040
contig75268,AT1G79270
contig75272,AT1G73180
contig75277,AT3G19740
contig75284,AT3G23980
contig75285,AT5G03910
contig75288,AT2G35790
contig75294,AT3G47430
contig75295,AT4G20440
contig753,AT5G19140
contig75306,AT1G19880
contig75308,AT5G08170
contig7531,AT5G42540
contig75312,AT3G48195
contig7532,AT3G06150
contig75325,ATCG01210
contig75331,AT1G27410
contig75335,AT4G33650
contig75339,AT1G22540
contig7534,AT3G06150
contig75340,AT3G08040
contig75342,AT3G06900
contig75344,AT3G27340
contig75348,AT1G23100
contig7535,AT5G19060
contig75352,AT5G43810
contig75353,AT3G53960
contig75357,AT1G55250
contig7536,AT5G19060
contig7537,AT3G06150
contig75375,AT3G07180
contig75377,AT2G38710
contig7538,AT3G06150
contig75381,AT5G13930
contig75383,AT5G47140
contig75387,AT5G08170
contig7539,AT5G19060
contig75390,AT2G23620
contig75391,AT4G08109
contig75393,AT5G13090
contig754,AT5G19140
contig7540,AT1G80480
contig75403,AT5G02540
contig75404,AT1G79190
contig75405,AT1G72300
contig75406,ATCG00340
contig7541,AT1G15730
contig75412,AT4G19420
contig75413,AT3G10960
contig75414,AT3G14960
contig75415,AT4G37180
contig75417,AT3G17790
contig75419,AT3G15380
contig7542,AT1G80480
contig75422,AT1G36035
contig75427,AT1G20960
contig75428,AT2G19540
contig75429,AT2G25730
contig7543,AT1G80480
contig75432,AT5G66310
contig75433,AT4G11570
contig75436,AT4G15780
contig7544,AT1G80480
contig75440,AT4G36780
contig75448,AT4G27620
contig7545,AT1G80480
contig75450,AT2G19390
contig75458,AT4G33080
contig7546,AT1G80480
contig75460,AT5G05360
contig75462,AT1G05270
contig75464,AT4G12080
contig75466,AT3G18190
contig75469,AT1G55760
contig7547,AT4G36120
contig75475,AT5G39950
contig75476,AT3G24800
contig75479,AT3G10880
contig7548,AT4G36120
contig75480,AT4G40050
contig75485,AT2G13680
contig75486,AT2G36360
contig7549,AT3G57790
contig75499,AT5G06670
contig755,AT5G19140
contig7550,AT3G57790
contig75500,AT3G12640
contig75502,AT3G06130
contig75506,AT1G26640
contig7551,AT3G57790
contig75511,AT4G33200
contig7552,AT3G57790
contig75522,AT5G39790
contig75523,AT3G24520
contig75525,AT5G23100
contig75531,AT2G40540
contig75535,AT5G54260
contig75536,AT3G61800
contig75538,AT4G38500
contig75541,AT3G55830
contig75542,AT5G56670
contig75545,AT5G19140
contig75547,AT5G64180
contig7555,AT4G24670
contig75550,AT1G60200
contig75557,AT3G08970
contig75562,AT2G23290
contig75564,AT2G31790
contig7557,AT4G02400
contig75571,AT1G54180
contig75574,AT3G48480
contig75578,AT3G20830
contig7558,AT4G02400
contig75580,AT1G37130
contig75586,AT2G31370
contig75589,AT3G27700
contig7559,AT4G02400
contig75593,AT2G40130
contig75594,AT1G16740
contig75599,AT5G15090
contig756,AT5G19140
contig7560,AT1G48100
contig75601,AT1G26170
contig75605,AT4G34700
contig75608,AT1G14370
contig75609,AT5G50012
contig7561,AT1G48100
contig75612,AT1G55860
contig75613,AT4G24380
contig75616,AT3G44735
contig75620,AT1G78610
contig75621,AT2G24330
contig7563,AT1G69040
contig75632,AT5G24710
contig75633,AT1G31330
contig75636,AT3G48980
contig75644,AT4G02080
contig75652,AT2G32580
contig75654,AT5G65490
contig75656,AT5G45550
contig75659,AT1G30900
contig75660,AT5G08310
contig75662,AT5G23700
contig75664,AT2G39300
contig75665,AT4G05320
contig75666,AT1G19860
contig75669,AT4G15780
